199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,33,41,35,35,33,40,40,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,41,40,72,72,40,72,72,72,72,41,72,40,35,41,40,72,72,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,35,72,40,72,40,41,40,41,40,72,40,35,72,40,72,33,33,33,35,72,33,40,33,40,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,72,72,33,41,41,33,33,40,72,72,72,72,72,72,72,72,72,72,72,35,41,33,72,35,35,41,35,40,33,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,72,72,72,41,35,72,72,72,72,72,33,40,40,40,35,72,40,72,35,72,33,72,35,72,33,41,33,72,40,35,35,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,72,41,72,72,40,33,72,72,72,40,33,40,40,35,40,40,40,35,72,72,72,72,72,72,72,72,72,72,72,35,72,40,72,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,72,72,72,40,72,72,72,72,72,35,41,33,35,35,72,72,72,68,69,70,41,72,72,72,40,72,40,35,72,72,72,33,41,72,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,41,72,72,72,72,40,72,72,40,40,72,72,72,72,72,72,72,72,100,101,102,72,33,72,72,72,72,72,72,72,72,72,33,72,33,41,199,199
199,199,199,199,199,199,199,199,199,199,199,199,41,72,72,41,40,72,72,35,40,40,72,72,72,40,35,41,72,72,132,133,134,72,72,72,72,40,72,72,41,72,35,72,72,72,40,33,199,199
199,199,199,199,199,199,199,199,199,199,199,199,72,72,72,40,72,72,72,72,72,72,72,72,72,72,72,72,40,72,72,72,72,72,72,72,72,72,72,72,33,72,40,35,72,40,41,40,199,199
199,199,199,199,199,199,199,199,199,199,199,72,72,72,72,72,72,41,72,72,41,72,72,72,72,72,72,72,72,72,72,72,33,40,72,72,72,72,72,72,72,72,72,72,40,41,40,199,199,199
199,199,199,199,199,199,199,199,199,72,72,72,72,35,72,72,72,40,72,72,72,72,72,72,72,72,72,72,72,72,72,41,33,72,72,40,72,40,33,72,72,72,72,41,41,40,72,199,199,199
199,199,199,199,199,199,199,199,72,72,72,72,72,72,72,72,72,72,72,72,736,640,641,642,643,608,608,72,72,72,72,72,72,72,72,72,72,72,72,72,33,72,72,72,72,33,72,199,199,199
199,199,199,199,199,199,199,199,72,72,72,72,41,72,72,40,72,72,72,72,768,672,673,674,675,608,608,72,72,72,72,72,72,40,72,72,41,40,72,40,72,72,33,35,40,41,40,199,199,199
199,199,199,199,199,199,199,72,72,72,72,72,72,41,40,40,35,72,72,40,768,704,705,706,707,608,608,72,72,72,72,72,72,72,72,72,40,72,72,72,72,72,41,72,40,41,35,72,199,199
199,199,199,199,199,199,199,72,72,72,68,69,70,72,72,41,72,72,35,72,768,640,641,642,643,608,608,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,33,72,72,41,199,199
199,199,199,199,199,199,199,72,72,72,100,101,102,72,40,72,72,72,72,35,768,672,673,674,675,608,608,72,72,72,72,72,72,40,72,72,72,72,72,72,40,40,72,40,72,72,40,35,199,199
199,199,199,199,199,199,199,72,72,72,132,133,134,72,40,72,72,40,33,72,768,704,705,706,707,608,608,72,72,72,40,72,72,72,72,72,35,40,72,72,40,72,72,72,40,41,40,35,199,199
199,199,199,199,199,199,199,199,72,72,72,72,72,33,40,40,72,72,72,40,768,640,641,642,643,608,608,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,40,33,40,199,199
199,199,199,199,199,199,199,199,199,72,72,72,72,41,41,40,40,72,72,40,768,672,673,674,675,608,608,72,72,72,40,72,72,72,40,72,40,72,72,72,40,72,40,35,40,40,72,40,199,199
199,199,199,199,199,199,199,199,199,72,72,72,72,72,40,41,40,40,72,72,800,704,705,706,707,608,608,72,72,72,72,72,72,72,72,72,72,72,72,72,40,72,40,72,72,33,41,41,199,199
199,199,199,199,199,199,199,199,199,199,72,72,72,72,72,35,35,72,72,608,608,608,608,608,608,608,608,608,72,72,72,72,72,72,72,72,72,72,72,72,72,72,40,72,40,40,41,199,199,199
199,199,199,199,199,199,199,199,199,199,199,72,72,72,72,40,41,72,72,608,608,608,608,608,608,608,608,608,72,72,41,72,72,72,33,72,72,72,72,72,72,72,40,33,40,72,72,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,72,72,72,72,40,72,72,72,35,72,608,608,608,608,72,72,72,40,41,72,40,72,40,33,72,72,72,72,72,72,72,72,72,72,40,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,72,72,72,72,35,72,72,72,72,72,72,72,72,40,72,72,72,33,33,72,72,72,33,72,72,72,72,72,72,72,33,41,72,33,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,33,72,72,72,72,72,72,72,72,33,72,72,72,40,72,72,72,72,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,35,35,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,35,72,72,72,41,35,72,72,33,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,41,35,72,33,72,72,72,40,72,72,40,72,72,72,72,72,72,72,72,72,40,72,72,72,72,72,40,72,72,72,35,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,41,72,72,72,72,72,35,40,72,72,72,72,72,72,72,72,68,69,70,72,40,72,72,72,72,41,72,72,72,72,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,33,72,72,72,72,41,72,72,72,72,72,72,72,40,40,40,100,101,102,72,72,72,72,72,72,72,72,41,33,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,72,41,33,72,72,72,40,72,72,72,35,72,72,40,72,72,132,133,134,33,72,72,72,72,72,40,40,33,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,35,72,33,35,72,33,72,72,72,72,72,72,72,41,40,35,72,72,72,72,72,72,40,35,72,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,40,33,33,35,72,72,72,72,72,72,72,72,72,72,72,72,72,72,35,33,35,33,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,41,40,41,41,72,72,72,72,72,72,72,72,72,72,72,41,35,40,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,40,40,33,72,72,72,72,72,72,33,35,72,40,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,72,35,40,35,41,33,72,41,40,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
